"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
   2218,337800010425,JAMES MADISON HS,   0,3787 BEDFORD AVE,BROOKLYN,NY,11229,0000,40.609905,-73.948377,B1,41,21
   2219,337800010429,DISTRICT 15 COLLABORATIVE HS,   0,245 BALTIC ST,BROOKLYN,NY,11201,0000,40.686274,-73.994846,B1,52,25
   2220,337800010430,BROOKLYN TECH HS,   0,29 FT GREENE PL,BROOKLYN,NY,11217,1203,40.688777,-73.977023,B1,50,18
   2221,337800010435,THOMAS JEFFERSON HS,   0,400 PENNSYLVANIA AVE,BROOKLYN,NY,11207,0000,40.667372,-73.895062,B1,40,12
   2222,337800010440,PROSPECT HTS HS,   0,883 CLASSON AVE,BROOKLYN,NY,11225,0000,40.670203,-73.961691,B1,57,20
   2223,337800010445,NEW UTRECHT HS,   0,1601 80TH ST,BROOKLYN,NY,11214,0000,40.613232,-74.003510,B1,49,23
   2224,337800010455,BOYS & GIRLS HS,   0,1700 FULTON ST,BROOKLYN,NY,11213,1299,40.679348,-73.931747,B1,56,18
   2225,337800010459,CAMPUS ACAD OF SCI & MATH,   0,911 FLATBUSH AVE,BROOKLYN,NY,11226,0000,40.649824,-73.958363,B1,42,20
   2226,337800010460,JOHN JAY HS,   0,237 SEVENTH AVE,BROOKLYN,NY,11215,3405,40.669723,-73.979228,B1,44,20
   2227,337800010469,CAMPUS ACAD OF HUMANITIES,   0,911 FLATBUSH AVE,BROOKLYN,NY,11226,0000,40.649824,-73.958363,B1,42,20
   2228,337800010470,GEORGE W. WINGATE HS,   0,600 KINGSTON AVE,BROOKLYN,NY,11203,0000,40.658858,-73.942246,B1,43,19
   2229,337800010473,"CHANEY, GOODMAN & SCHWERNER HS",   0,850 GRAND ST,BROOKLYN,NY,11201,0000,40.693946,-73.991630,15,52,25
   2230,337800010474,PROGRESS HS,   0,850 GRAND ST,BROOKLYN,NY,11211,5098,40.711836,-73.939483,B1,53,17
   2231,337800010477,HS OF LEGAL STUDIES,   0,850 GRAND ST,BROOKLYN,NY,11211,5098,40.711836,-73.939483,B1,53,17
   2232,337800010478,"HS OF ENTERPRISE,BUSINESS & TE",   0,850 GRAND ST,BROOKLYN,NY,11211,5098,40.711836,-73.939483,B1,53,17
   2233,337800010479,CAMPUS ACAD OF BUSINESS & TECH,   0,911 FLATBUSH AVE,BROOKLYN,NY,11226,0000,40.649824,-73.958363,B1,42,20
   2234,337800010480,BUSHWICK HS,   0,400 IRVING AVE,BROOKLYN,NY,11237,0000,40.696791,-73.910882,B1,54,17
   2235,337800010485,HS OF TELECOMMUNICATIONS,   0,350 67TH ST,BROOKLYN,NY,11220,5301,40.637109,-74.023919,B1,52,23
   2236,337800010489,OCEANHILL BRWNSVLLE SECONDARY,   0,2021 BERGEN ST,BROOKLYN,NY,11233,0000,40.674137,-73.913614,B1,55,12
   2237,337800010490,FORT HAMILTON HS,   0,8301 SHORE RD,BROOKLYN,NY,11209,4200,40.627702,-74.040021,B1,52,23
   2238,337800010495,SHEEPSHEAD BAY HS,   0,3000 AVE X,BROOKLYN,NY,11235,0000,40.594216,-73.939143,B1,41,21
   2239,337800010499,ACORN COMM HS,   0,561 GRAND AVE,BROOKLYN,NY,11238,0000,40.678599,-73.962062,B1,57,18
   2240,337800010500,CANARSIE HS,   0,1600 ROCKAWAY PKY,BROOKLYN,NY,11236,0000,40.641839,-73.898765,B1,58,19
   2241,337800010505,FRANKLIN D. ROOSEVELT HS,   0,5800 20TH AVE,BROOKLYN,NY,11204,0000,40.620454,-73.981723,B1,47,23
   2242,337800010515,SOUTH SHORE HS,   0,6565 FLATLANDS AVE,BROOKLYN,NY,11236,0000,40.633301,-73.917060,B1,41,19
   2243,337800010519,COBBLE HILL SCHOOL FOR AMERICA,   0,347 BALTIC ST,BROOKLYN,NY,11201,0000,40.684502,-73.991247,B1,51,18
   2244,337800010525,EDWARD R. MURROW HS,   0,1600 AVE L,BROOKLYN,NY,11230,0000,40.620487,-73.959912,B1,45,21
   2245,337800010535,KINGSBOROUGH ACAD - SCIENCES H,   0,2001 ORNTL BLVD T6&T7,BROOKLYN,NY,11235,0000,40.583291,-73.953836,14,45,21
   2246,337800010540,JOHN DEWEY HS,   0,50 AVE X,BROOKLYN,NY,11223,0000,40.589089,-73.982191,B1,46,22
   2247,337800010590,MIDDLE COLLEGE HS AT MEDGAR EV,   0,402 EASTERN PKY,BROOKLYN,NY,11225,0000,40.661612,-73.953496,15,43,20
   2248,337800010600,CLARA BARTON HS,   0,901 CLASSON AVE,BROOKLYN,NY,11225,0000,40.669782,-73.961844,B1,57,20
   2249,337800010605,GEORGE WESTINGHOUSE VOC & TECH,   0,105 JOHNSON ST,BROOKLYN,NY,11201,2915,40.694800,-73.985986,B1,50,18
   2250,337800010610,AUTOMOTIVE HS,   0,50 BEDFORD AVE,BROOKLYN,NY,11222,3906,40.721751,-73.952944,B1,50,25
   2251,337800010615,EAST NY VOC & TECH HS,   0,1 WELLS ST,BROOKLYN,NY,11208,0000,40.678160,-73.876357,B1,54,17
   2252,337800010620,WILLIAM E. GRADY HS,   0,25 BRIGHTON FOURTH RD,BROOKLYN,NY,11235,6706,40.582581,-73.963801,B1,46,22
   2253,337800010625,PAUL ROBESON SCHOOL OF BUSINES,   0,150 ALBANY AVE,BROOKLYN,NY,11213,0000,40.675387,-73.938767,B1,56,18
   2254,337800010640,HARRY VAN ARSDALE HS,   0,257 N SIXTH ST,BROOKLYN,NY,11211,3224,40.714854,-73.954720,B1,50,25
   2255,337800010655,SARAH J. HALE HS,   0,345 DEAN ST,BROOKLYN,NY,11217,1906,40.683470,-73.980259,B1,51,18
   2256,337800010660,WILLIAM H. MAXWELL VOC HS,   0,145 PENNSYLVANIA AVE,BROOKLYN,NY,11207,0000,40.674091,-73.896727,B1,54,17
   2257,337800010685,EL PUENTE ACAD FOR PEACE & JUS,   0,211 S 4TH ST,BROOKLYN,NY,11211,5605,40.710302,-73.959486,B1,53,17
   2258,337800010690,BROOKLYN STUDIO SCHOOL,   0,8310 21ST AVE,BROOKLYN,NY,11201,0000,40.693946,-73.991630,15,52,25
   2259,338500010057,JHS  57 W. REID JHS,   0,125 STUYVESANT AVE,BROOKLYN,NY,11221,0000,40.691642,-73.933745,B1,56,12
   2260,338500010111,IS 111 ENRICO FERMI IS,   0,35 STARR ST,BROOKLYN,NY,11221,0000,40.700703,-73.927427,B1,53,17
   2261,338500010263,JHS 263 ESTHER CLARK HUNTER JH,   0,210 CHESTER ST,BROOKLYN,NY,11212,5623,40.666480,-73.911136,B1,55,12
   2262,338500010304,PS 304 THE PULASKI SCHOOL,   1,280 HART ST,BROOKLYN,NY,11206,0000,40.694129,-73.940711,B1,56,17
   2263,342400010005,IS   5-WALTER H. CROWLEY SCHOO,   0,50-40 JACOBUS ST,ELMHURST,NY,11373,0000,40.739731,-73.878003,15,35,16
   2264,342400010007,PS   7 LOUIS SIMEONE SCHOOL,   1,80-55 CORNISH AVE,ELMHURST,NY,11373,0000,40.739731,-73.878003,15,35,16
   2265,342400010012,PS  12 JAMES B. COLGATE SCHOOL,   1,4200 72ND ST,WOODSIDE,NY,11377,0000,40.742461,-73.892963,B1,35,13
   2266,342400010013,PS  13 CLEMENT C. MOORE SCHOOL,   1,55-01 94TH ST,ELMHURST,NY,11373,0000,40.739731,-73.878003,15,35,16
   2267,342400010014,PS  14 FAIRVIEW SCHOOL,   1,107-01 OTIS AVE,CORONA,NY,11368,0000,40.745704,-73.859217,15,34,16
   2268,342400010019,PS  19 MARINO P. JEANTET SCHOO,   1,99TH ST,CORONA,NY,11368,0000,40.745704,-73.859217,15,34,16
   2269,342400010049,PS  49 DOROTHY BONAWIT KOLE,   1,79-15 PENELOPE AVE,MIDDLE VILLAGE,NY,11379,0000,40.716207,-73.878905,15,28,15
   2270,342400010061,IS  61 LEONARDO DA VINCI IS,   0,98-50 50TH AVE,CORONA,NY,11368,0000,40.745704,-73.859217,15,34,16
   2271,342400010068,PS  68 THE CAMBRIDGE SCHOOL,   1,59-09 ST FELIX AVE,RIDGEWOOD,NY,11385,0000,40.703200,-73.893549,15,38,15
   2272,342400010071,PS  71 E. WILLIAMSBURG SCHOOL,   1,62-85 FOREST AVE,RIDGEWOOD,NY,11385,0000,40.703200,-73.893549,15,38,15
   2273,342400010073,IS  73 W. COWPER IS,   0,70-02 54TH AVE,MASPETH,NY,11378,0000,40.724940,-73.899102,15,30,15
   2274,342400010077,IS  77,   0,976 SENECA AVE,RIDGEWOOD,NY,11385,0000,40.699534,-73.902528,B1,37,15
   2275,342400010081,PS  81 JEAN P. RICHTER SCHOOL,   1,559 CYPRESS AVE,RIDGEWOOD,NY,11385,0000,40.700208,-73.906597,B1,37,15
   2276,342400010087,PS  87 MIDDLE VILLAGE SCHOOL,   1,67-54 80TH ST,MIDDLE VILLAGE,NY,11379,0000,40.716207,-73.878905,15,28,15
   2277,342400010088,PS  88 SENECA SCHOOL,   1,6085 CATALPA AVE,RIDGEWOOD,NY,11385,0000,40.703505,-73.896416,B1,38,15
   2278,342400010089,PS  89 ELMHURST SCHOOL,   1,85-28 BRITTON AVE,ELMHURST,NY,11373,0000,40.739731,-73.878003,15,35,16
   2279,342400010091,PS  91 RICHARD ARKWRIGHT SCHOO,   1,CENTRAL AVE,GLENDALE,NY,11385,0000,40.703200,-73.893549,15,38,15
   2280,342400010093,IS  93 RIDGEWOOD IS,   0,66-56 FOREST AVE,RIDGEWOOD,NY,11385,0000,40.703200,-73.893549,15,38,15
