"RECORD,C,7","N2,C,18","NAME,C,35","GR4YN,C,4","STREET,C,26","CITY,C,18","STATE,C,3","ZIP,C,6","PLUS_4,C,7","GDTLAT,N,10,6","GDTLONG,N,11,6","GDTSTAT,C,4","NYSAD_ID,N,11,0","NYSSD_ID,N,11,0"
    616,141401060004,JOHN T. WAUGH IS,   0,100 HIGH ST,ANGOLA,NY,14006,1300,42.639182,-79.029215,B1,146,59
    617,141401060005,BRANT ES,   1,BRANT-NO COLLINS RD,BRANT,NY,14027,0247,42.588521,-79.017557,18,146,59
    618,141401060008,A.J. SCHMIDT ES,   1,9455 LAKE SHORE RD,ANGOLA,NY,14006,9400,42.628149,-79.087869,B1,146,59
    619,141401060009,LAKE SHORE CENTRAL MS,   0,8855 ERIE RD,ANGOLA,NY,14006,9624,42.642601,-79.045529,B1,146,59
    620,141501060001,HUTH ROAD SCHOOL,   1,1773 HUTH RD,GRAND ISLAND,NY,14072,1460,43.051132,-78.958441,B1,144,57
    621,141501060003,KAEGEBEIN SCHOOL,   1,1690 LOVE RD,GRAND ISLAND,NY,14072,1460,42.996340,-78.953765,B1,144,57
    622,141501060004,GRAND ISLAND SHS,   0,1100 RANSOM RD,GRAND ISLAND,NY,14072,1460,43.038568,-78.931919,B1,144,57
    623,141501060005,VERONICA E. CONNOR MS,   0,1100 RANSOM RD,GRAND ISLAND,NY,14072,1460,43.038568,-78.931919,B1,144,57
    624,141501060006,CHARLOTTE SIDWAY SCHOOL,   0,2451 BASELINE RD,GRAND ISLAND,NY,14072,1460,43.028553,-78.965663,B1,144,57
    625,141601060001,ARMOR ES,   1,5301 ABBOTT RD,HAMBURG,NY,14075,1698,42.742677,-78.797971,B1,146,59
    626,141601060002,BOSTON VALLEY ES,   1,7476 BACK CREEK RD,HAMBURG,NY,14075,7202,42.682866,-78.774931,B1,146,59
    627,141601060003,CHARLOTTE AVE ES,   1,301 CHARLOTTE AVE,HAMBURG,NY,14075,3895,42.724603,-78.817412,B1,146,59
    628,141601060004,UNION PLEASANT AVE ES,   1,150 PLEASANT AVE,HAMBURG,NY,14075,4828,42.719789,-78.834067,B1,146,59
    629,141601060006,HAMBURG MS,   0,360 DIVISION ST,HAMBURG,NY,14075,4598,42.728047,-78.827615,B1,146,59
    630,141601060007,HAMBURG HS,   0,4111 LEGION DR,HAMBURG,NY,14075,4595,42.727111,-78.828809,B1,146,59
    631,141603020001,HOPEVALE SCHOOL,   0,3780 HOWARD RD,HAMBURG,NY,14075,2252,42.757287,-78.843351,B1,146,59
    632,141604060003,BIG TREE ES,   1,S 4460 BAY VIEW RD,HAMBURG,NY,14075,1335,42.733804,-78.847798,14,146,59
    633,141604060004,BLASDELL ES,   1,3780 SOUTH PARK AVE,BLASDELL,NY,14219,1898,42.794616,-78.823554,B1,146,59
    634,141604060005,CLOVERBANK ES,   1,2761 CLOVERBANK RD,HAMBURG,NY,14075,5599,42.748290,-78.893865,B1,146,59
    635,141604060006,PINEHURST ES,   1,6050 FAIRWAY CT,LAKE VIEW,NY,14085,9722,42.723449,-78.939308,B1,146,59
    636,141604060007,FRONTIER MS,   0,2751 AMSDELL RD,HAMBURG,NY,14075,5899,42.738485,-78.895443,B1,146,59
    637,141604060008,FRONTIER SHS,   0,S 4432 BAY VIEW RD,HAMBURG,NY,14075,1399,42.733804,-78.847798,14,146,59
    638,141701040001,HOLLAND HS,   0,103 CANADA ST,HOLLAND,NY,14080,9645,42.643930,-78.541493,B1,145,59
    639,141701040002,HAROLD O. BRUMSTED ES,   1,173 CANADA ST,HOLLAND,NY,14080,9645,42.644696,-78.541768,B1,145,59
    640,141701040003,HOLLAND MS,   0,11720 PARTRIDGE RD,HOLLAND,NY,14080,9645,42.649821,-78.582438,B1,145,59
    641,141800010002,MCKINLEY ES,   1,245 SOUTH SHORE BLVD,LACKAWANNA,NY,14218,3595,42.826066,-78.810071,B1,145,58
    642,141800010003,WASHINGTON ES,   0,30 JOHNSON ST,LACKAWANNA,NY,14218,0000,42.812438,-78.826037,B1,146,58
    643,141800010005,LACKAWANNA MS,   0,550 MARTIN RD,LACKAWANNA,NY,14218,3595,42.816558,-78.802666,B1,145,58
    644,141800010008,LACKAWANNA HS,   0,550 MARTIN RD,LACKAWANNA,NY,14218,3595,42.816558,-78.802666,B1,145,58
    645,141800010010,TRUMAN ES,   0,15 INNER DR,LACKAWANNA,NY,14218,3595,42.806009,-78.801490,B1,145,58
    646,141901060001,JOHN A. SCIOLE ES,   1,86 ALYS DR E,DEPEW,NY,14043,1420,42.922341,-78.703520,B1,143,58
    647,141901060004,COMO PARK ES,   1,1985 COMO PARK BLVD,LANCASTER,NY,14086,3099,42.892803,-78.677167,B1,148,59
    648,141901060005,CT STREET ES,   1,91 COURT ST,LANCASTER,NY,14086,2397,42.901794,-78.661531,B1,148,59
    649,141901060006,HILLVIEW ES,   1,6401 TRANSIT RD,LANCASTER,NY,14086,1098,42.903313,-78.664490,14,148,59
    650,141901060007,AURORA MS,   0,148 AURORA ST,LANCASTER,NY,14086,2799,42.896406,-78.674968,B1,148,59
    651,141901060008,LANCASTER HS,   0,1 FORTON DR,LANCASTER,NY,14086,1199,42.928649,-78.672726,B1,148,59
    652,141901060009,CENTRAL AVE ES,   1,149 CENTRAL AVE,LANCASTER,NY,14086,1890,42.906965,-78.671134,B1,148,59
    653,141901060010,WILLIAM STREET SCHOOL,   0,5201 WILLIAM ST,LANCASTER,NY,14086,9449,42.880971,-78.651609,B1,148,59
    654,142101040001,AKRON ES,   1,47 BLOOMINGDALE AVE,AKRON,NY,14001,1197,43.020054,-78.497454,15,145,60
    655,142101040002,AKRON JSHS,   0,47 BLOOMINGDALE AVE,AKRON,NY,14001,1197,43.020054,-78.497454,15,145,60
    656,142201040001,NORTH COLLINS JSHS,   0,2045 SCHOOL ST,NORTH COLLINS,NY,14111,0740,42.598505,-78.938072,B1,146,59
    657,142201040002,NORTH COLLINS ES,   1,10469 BANTLE RD,NORTH COLLINS,NY,14111,0740,42.597085,-78.928195,B1,146,59
    658,142301060001,WINDOM ES,   1,3870 SHELDON RD,ORCHARD PARK,NY,14127,2197,42.777912,-78.793263,B1,145,59
    659,142301060002,ORCHARD PARK MS,   0,60 S LINCOLN AVE,ORCHARD PARK,NY,14127,3342,42.765138,-78.747174,B1,145,59
    660,142301060003,EGGERT ROAD ES,   1,3580 EGGERT RD,ORCHARD PARK,NY,14127,1991,42.785271,-78.750508,B1,145,59
    661,142301060005,SOUTH DAVIS ES,   1,51 S DAVIS ST,ORCHARD PARK,NY,14127,2374,42.763398,-78.752330,B1,145,59
    662,142301060006,ORCHARD PARK HS,   0,4040 BAKER RD,ORCHARD PARK,NY,14127,2098,42.774432,-78.727590,B1,145,59
    663,142301060007,ELLICOTT ROAD ES,   1,5180 ELLICOTT RD,ORCHARD PARK,NY,14127,3398,42.745815,-78.743016,B1,145,59
    664,142500010003,FLETCHER ES,   0,555 FLETCHER ST,TONAWANDA,NY,14150,1833,43.010752,-78.893220,B1,140,57
    665,142500010004,HIGHLAND ES,   1,105 HIGHLAND AVE,TONAWANDA,NY,14150,3998,43.007150,-78.877826,B1,140,60
    666,142500010005,MULLEN ES,   0,130 SYRACUSE ST,TONAWANDA,NY,14150,5430,43.005190,-78.870423,B1,140,60
    667,142500010007,RIVERVIEW ES,   1,55 TAYLOR DR,TONAWANDA,NY,14150,5927,43.001316,-78.896620,B1,140,57
    668,142500010009,TONAWANDA SHS,   0,150 HINDS ST,TONAWANDA,NY,14150,1800,43.009936,-78.895114,B1,140,57
    669,142500010010,TONAWANDA JHS,   0,150 HINDS ST,TONAWANDA,NY,14150,1800,43.009936,-78.895114,B1,140,57
    670,142601030002,ALEXANDER HAMILTON ES,   1,44 WESTFALL DR,TONAWANDA,NY,14150,7130,42.996838,-78.843631,B1,140,60
    671,142601030003,BEN FRANKLIN MS,   0,540 PARKHURST BLVD,BUFFALO,NY,14223,2198,42.973626,-78.832120,B1,140,60
    672,142601030006,CHARLES A. LINDBERGH ES,   1,184 IRVING TER,BUFFALO,NY,14223,2317,42.965217,-78.852428,B1,140,60
    673,142601030011,HERBERT HOOVER MS,   0,249 THORNCLIFF RD,BUFFALO,NY,14223,1277,42.983070,-78.863019,B1,140,60
    674,142601030013,HOLMES ES,   1,365 DUPONT AVE,TONAWANDA,NY,14150,7833,42.976232,-78.898464,B1,140,60
    675,142601030019,THEODORE ROOSEVELT ES,   1,283 WASHINGTON AVE,BUFFALO,NY,14217,1892,42.966615,-78.880148,B1,140,60
    676,142601030020,THOMAS A. EDISON ES,   1,236 GRAYTON RD,TONAWANDA,NY,14150,8620,42.987179,-78.844201,B1,140,60
    677,142601030021,THOMAS JEFFERSON ES,   1,250 ATHENS BLVD,BUFFALO,NY,14223,1604,42.977296,-78.841861,B1,140,60
    678,142601030022,KENMORE MS,   0,155 DELAWARE RD,KENMORE,NY,14217,2497,42.966424,-78.867941,B1,140,60
    679,142601030023,BEN FRANKLIN ES,   1,500 PARKHURST BLVD,BUFFALO,NY,14223,2199,42.972583,-78.832130,B1,140,60
    680,142601030024,HERBERT HOOVER ES,   1,199 THORNCLIFF RD,BUFFALO,NY,14223,1241,42.983078,-78.864568,B1,140,60
    681,142601030025,KENMORE EAST SHS,   0,350 FRIES RD,TONAWANDA,NY,14150,8899,42.990014,-78.832766,B1,140,60
    682,142601030026,KENMORE WEST SHS,   0,33 HIGHLAND PKY,BUFFALO,NY,14223,1399,42.974382,-78.863933,B1,140,60
    683,142801060001,POTTERS ROAD SCHOOL,   1,675 POTTERS RD,WEST SENECA,NY,14224,2683,42.836573,-78.791320,B1,148,58
    684,142801060003,ALLENDALE SCHOOL,   1,1399 ORCHARD PARK RD,WEST SENECA,NY,14224,4099,42.821283,-78.772008,B1,148,58
    685,142801060004,ALTERNATIVE LEARNING CTR,   0,900 MILL RD,WEST SENECA,NY,14224,3082,42.831937,-78.749437,B1,148,58
    686,142801060004,EAST MS,   0,1445 CENTER RD,WEST SENECA,NY,14224,3292,42.839400,-78.730977,B1,148,58
    687,142801060008,WINCHESTER SCHOOL,   1,650 HARLEM RD,WEST SENECA,NY,14224,1197,42.860377,-78.787365,B1,148,58
    688,142801060010,WEST SENECA WEST SHS,   0,3330 SENECA ST,WEST SENECA,NY,14224,2799,42.833355,-78.774613,B1,148,58
    689,142801060011,WEST MS,   0,395 CENTER RD,WEST SENECA,NY,14224,1986,42.839623,-78.769185,B1,148,58
    690,142801060012,EAST ES,   1,1415 CENTER RD,WEST SENECA,NY,14224,3291,42.839410,-78.732705,B1,148,58
    691,142801060015,CLINTON STREET SCHOOL,   1,4100 CLINTON ST,WEST SENECA,NY,14224,1697,42.857220,-78.731126,B1,148,58
    692,142801060016,WEST SENECA EAST SHS,   0,4760 SENECA ST,WEST SENECA,NY,14224,3293,42.831166,-78.727597,B1,148,58
    693,142801060017,NORTHWOOD ES,   1,250 NORTHWOOD RD,WEST SENECA,NY,14224,1597,42.836131,-78.747854,15,148,58
    694,142801060018,WEST SENECA PRIMARY EDUC CTR,   0,1397 ORCHARD PARK RD,WEST SENECA,NY,14224,4098,42.821262,-78.771989,B1,148,58
    695,150203040001,CROWN POINT CENTRAL SCHOOL,   1,MAIN ST,CROWN POINT,NY,12928,0035,43.950354,-73.531759,14,109,45
    696,150301040001,ELIZABETHTOWN-LEWIS CENTRAL SC,   1,COURT ST,ELIZABETHTOWN,NY,12932,0158,44.227003,-73.627459,15,109,45
    697,150601040001,KEENE CENTRAL SCHOOL,   1,MARKET ST,KEENE VALLEY,NY,12943,0067,44.139111,-73.824034,15,109,45
    698,150801040001,MINERVA CENTRAL SCHOOL,   1,COUNTY RT. 29,OLMSTEDVILLE,NY,12857,0039,43.759424,-73.912055,14,109,45
    699,150901040004,MORIAH JSHS,   0,H C R  1 BOX 7 A,PORT HENRY,NY,12974,9702,44.045852,-73.463385,14,109,45
    700,150901040007,MORIAH ES,   1,H C R. 1 BOX 7 A,PORT HENRY,NY,12974,9702,44.045852,-73.463385,14,109,45
    701,151001040001,NEWCOMB CENTRAL SCHOOL,   1,RT 28 N,NEWCOMB,NY,12852,0418,44.016193,-74.130251,14,109,45
    702,151102040001,LAKE PLACID JSHS,   0,250 MAIN ST,LAKE PLACID,NY,12946,1500,44.284379,-73.984312,B1,109,45
    703,151102040002,LAKE PLACID ES,   1,325 OLD MILITARY RD,LAKE PLACID,NY,12946,1500,44.272876,-73.996255,B1,109,45
    704,151401040001,SCHROON LAKE CENTRAL SCHOOL,   1,N MAIN ST,SCHROON LAKE,NY,12870,0338,43.849502,-73.766446,14,109,45
    705,151501060001,TICONDEROGA SHS,   0,CALKINS PL,TICONDEROGA,NY,12883,1444,43.845455,-73.425941,15,109,45
    706,151501060003,TICONDEROGA ES,   1,ALEXANDRIA AVE,TICONDEROGA,NY,12883,1444,43.845455,-73.425941,15,109,45
    707,151501060007,TICONDEROGA MS,   0,ALEXANDRIA AVE,TICONDEROGA,NY,12883,1444,43.845455,-73.425941,15,109,45
    708,151601040001,WESTPORT CENTRAL SCHOOL,   1,55 SISCO ST,WESTPORT,NY,12993,0408,44.207625,-73.482000,15,109,45
    709,151701040001,WILLSBORO CENTRAL SCHOOL,   1,2 SCHOOL ST,WILLSBORO,NY,12996,0180,44.364346,-73.390361,B1,109,45
    710,160101060001,TUPPER LAKE JSHS,   0,25 CHANEY AVE,TUPPER LAKE,NY,12986,1899,44.221113,-74.461156,B1,109,45
    711,160101060003,L.P. QUINN ES,   1,HOSLEY AVE,TUPPER LAKE,NY,12986,1899,44.225827,-74.461581,15,109,45
    712,160801040001,CHATEAUGAY ES,   1,42 RIVER ST,CHATEAUGAY,NY,12920,0904,44.915681,-74.012445,15,110,45
    713,160801040002,CHATEAUGAY HS,   0,42 RIVER ST,CHATEAUGAY,NY,12920,0904,44.915681,-74.012445,15,110,45
    714,161201040001,ST REGIS MOHAWK SCHOOL,   1,CHURCH ST,HOGANSBURG,NY,13655,0000,44.979987,-74.651223,14,110,45
    715,161201040002,SALMON RIVER JSHS,   0,637 CO. RT. 1,FORT COVINGTON,NY,12937,9722,44.955459,-74.487364,14,110,45
    716,161201040003,SALMON RIVER ES,   1,637 CO. RT. 1,FORT COVINGTON,NY,12937,9722,44.955459,-74.487364,14,110,45
    717,161401060001,PETROVA ES,   1,PETROVA AVE,SARANAC LAKE,NY,12983,1500,44.324244,-74.132001,15,109,45
    718,161401060002,SARANAC LAKE SHS,   0,99 LAPAN HWY,SARANAC LAKE,NY,12983,1500,44.324244,-74.132001,14,109,45
    719,161401060003,PETROVA MS,   0,PETROVA AVE,SARANAC LAKE,NY,12983,1500,44.324244,-74.132001,15,109,45
    720,161401060004,BLOOMINGDALE SCHOOL,   1,99 LAPAN HWY,SARANAC LAKE,NY,12983,0000,44.324244,-74.132001,14,109,45
    721,161401060006,LAKE CLEAR SCHOOL,   1,,LAKE CLEAR,NY,12945,1500,44.367909,-74.250910,14,109,45
    722,161401060007,LAKE COLBY SCHOOL,   0,LK COLBY SCHOOL,SARANAC LAKE,NY,12983,1500,44.324244,-74.132001,14,109,45
    723,161501060006,FLANDERS ES,   1,221 E MAIN ST,MALONE,NY,12953,2003,44.849591,-74.285694,B1,110,45
    724,161501060011,DAVIS ES,   1,179 WEBSTER ST,MALONE,NY,12953,2226,44.839856,-74.296560,B1,110,45
    725,161501060014,FRANKLIN ACAD HS,   0,54 STATE ST,MALONE,NY,12953,2498,44.842441,-74.284260,B1,110,45
    726,161501060015,MALONE MS,   0,7 FRANCIS ST,MALONE,NY,12953,1885,44.846288,-74.295681,B1,110,45
    727,161501060016,ST JOSEPH'S ES,   1,111 ELM ST,MALONE,NY,12953,1518,44.852614,-74.287811,B1,110,45
    728,161501060017,MALONE KNDG CTR,   0,17 WEBSTER ST,MALONE,NY,12953,1717,44.848010,-74.297461,B1,110,45
    729,161601040002,BRUSHTON MOIRA HS,   0,GALE RD,BRUSHTON,NY,12916,0309,44.829783,-74.526678,15,110,45
    730,161601040003,BRUSHTON GS,   1,MAIN ST,BRUSHTON,NY,12916,0309,44.829783,-74.526678,15,110,45
    731,161801040001,ST REGIS FALLS CENTRAL SCHOOL,   1,MAIN ST,ST. REGIS FALLS,NY,12980,0309,44.688216,-74.635444,14,112,47
    732,170301020001,WHEELERVILLE SCHOOL,   1,2417 STATE HWY 10,CAROGA LAKE,NY,12032,0325,43.277924,-74.548094,15,113,45
    733,170500010004,BOULEVARD SCHOOL,   1,56 EAST BLVD,GLOVERSVILLE,NY,12078,0005,43.053931,-74.328049,B1,113,44
    734,170500010006,MCNAB SCHOOL,   1,230 W FULTON ST,GLOVERSVILLE,NY,12078,0005,43.050235,-74.360558,B1,113,44
    735,170500010007,PARK TERRACE SCHOOL,   1,EXT BLOOMINGDALE AVE,GLOVERSVILLE,NY,12078,0005,43.058999,-74.345992,14,113,44
    736,170500010008,ESTEE MS,   0,90 N MAIN ST,GLOVERSVILLE,NY,12078,0005,43.054041,-74.343048,B1,113,44
    737,170500010009,GLOVERSVILLE HS,   0,199 LINCOLN ST,GLOVERSVILLE,NY,12078,0005,43.054858,-74.356911,B1,113,44
    738,170500010010,MECO SCHOOL,   0,140 COUNTY HWY 101,GLOVERSVILLE,NY,12078,0005,43.055594,-74.383001,B1,113,44
    739,170500010011,KINGSBOROUGH SCHOOL,   1,24 W ELEVENTH AVE,GLOVERSVILLE,NY,12078,0005,43.063748,-74.342296,B1,113,44
    740,170600010001,GLEBE STREET ES,   1,502 GLEBE ST,JOHNSTOWN,NY,12095,3013,43.000375,-74.368377,B1,113,44
    741,170600010002,JANSEN AVE ES,   1,305 JANSEN AVE,JOHNSTOWN,NY,12095,1913,43.011476,-74.362815,B1,113,44
    742,170600010004,PLEASANT AVE SCHOOL,   1,235 PLEASANT AVE,JOHNSTOWN,NY,12095,1131,43.018457,-74.373476,B1,113,44
    743,170600010005,WARREN STREET SCHOOL,   1,110 WARREN ST,JOHNSTOWN,NY,12095,2007,43.008233,-74.380005,B1,113,44
    744,170600010006,JOHNSTOWN SHS,   0,12 PEARL ST,JOHNSTOWN,NY,12095,2099,43.011576,-74.380168,B1,113,44
    745,170600010007,KNOX JHS,   0,400 S PERRY ST,JOHNSTOWN,NY,12095,2999,43.000803,-74.371167,B1,113,44
    746,170801040001,MAYFIELD ES,   1,80 N MAIN ST,MAYFIELD,NY,12117,0216,43.161583,-74.208135,15,113,44
    747,170801040002,MAYFIELD HS,   0,27 SCHOOL ST,MAYFIELD,NY,12117,0216,43.103706,-74.264471,B1,113,44
    748,170901040001,NORTHVILLE HS,   0,131 S. THIRD ST,NORTHVILLE,NY,12134,0608,43.224926,-74.175306,B1,113,44
    749,170901040002,NORTHVILLE ES,   1,131 S. THIRD ST,NORTHVILLE,NY,12134,0608,43.224926,-74.175306,B1,113,44
    750,171001040001,OPPENHEIM-EPHRATAH CENTRAL SCH,   1,6486 STATE HWY 29,ST. JOHNSVILLE,NY,13452,9309,43.006319,-74.661721,15,105,44
    751,171102040001,BROADALBIN-PERTH IS,   1,1870 COUNTY HWY 107,AMSTERDAM,NY,12010,9225,43.023500,-74.174759,B1,113,44
    752,171102040002,BROADALBIN-PERTH PRIMARY SCHOO,   0,100 BRIDGE ST,BROADALBIN,NY,12025,9997,43.070730,-74.156909,15,113,44
    753,171102040003,BROADALBIN-PERTH MS,   0,1870 COUNTY HWY 107,AMSTERDAM,NY,12010,9225,43.023500,-74.174759,B1,113,44
    754,171102040004,BROADALBIN-PERTH HS,   0,100 BRIDGE ST,BROADALBIN,NY,12025,9997,43.070730,-74.156909,15,113,44
    755,180202040002,ALEXANDER ES,   1,3314 BUFFALO ST,ALEXANDER,NY,14005,9769,42.901908,-78.259131,B1,147,60
    756,180202040003,ALEXANDER JSHS,   0,3314 BUFFALO ST,ALEXANDER,NY,14005,9769,42.901908,-78.259131,B1,147,60
    757,180300010001,JOHN KENNEDY SCHOOL,   1,166 VINE ST,BATAVIA,NY,14020,1698,43.002295,-78.172668,B1,137,60
    758,180300010003,JACKSON SCHOOL,   1,411 S JACKSON ST,BATAVIA,NY,14020,3899,42.986883,-78.182128,B1,137,60
    759,180300010004,ROBERT MORRIS SCHOOL,   1,80 UNION ST,BATAVIA,NY,14020,1393,43.006869,-78.196297,B1,137,60
    760,180300010005,BATAVIA MS,   0,96 ROSS ST,BATAVIA,NY,14020,2394,42.999138,-78.176062,B1,137,60
    761,180300010006,BATAVIA HS,   0,260 STATE ST,BATAVIA,NY,14020,1098,43.007833,-78.181997,B1,137,60
    762,180701040001,BYRON-BERGEN HS,   0,6917 W BERGEN RD,BERGEN,NY,14416,9747,43.075093,-78.005104,B1,147,60
    763,180701040004,BYRON-BERGEN ES,   1,6971 W BERGEN RD,BERGEN,NY,14416,9747,43.072898,-78.005047,B1,147,60
    764,180701040005,BYRON-BERGEN MS,   0,6917 W BERGEN RD,BERGEN,NY,14416,9747,43.075093,-78.005104,B1,147,60
    765,180901040001,ELBA ES,   1,57 S MAIN ST,ELBA,NY,14058,0370,43.073346,-78.187788,B1,137,60
    766,180901040002,ELBA JSHS,   0,57 S MAIN ST,ELBA,NY,14058,0370,43.073346,-78.187788,B1,137,60
    767,181001060001,WOLCOTT STREET SCHOOL,   1,15 WOLCOTT ST,LEROY,NY,14482,1204,42.974431,-77.989080,B1,147,60
    768,181001060002,LE ROY JSHS,   0,2-6 TRIGON PARK,LEROY,NY,14482,1204,42.977374,-77.987192,B1,147,60
    769,181101040001,OAKFIELD-ALABAMA MS HS,   0,7001 LEWISTON RD,OAKFIELD,NY,14125,0210,43.057435,-78.262008,B1,137,60
    770,181101040006,OAKFIELD-ALABAMA ES,   1,7001 LEWISTON RD,OAKFIELD,NY,14125,0210,43.057435,-78.262008,B1,137,60
    771,181201040001,PAVILION JSHS,   0,7014 BIG TREE RD,PAVILION,NY,14525,9111,42.870034,-78.014182,B1,147,60
    772,181201040002,D.B. BUNCE ES,   1,7071 YORK RD,PAVILION,NY,14525,9115,42.976689,-77.919008,B1,147,60
    773,181201040003,PAVILION MS,   0,7014 BIG TREE RD,PAVILION,NY,14525,9111,42.870034,-78.014182,B1,147,60
    774,181302040001,PEMBROKE IS,   1,77 ALLEGHENY RD,CORFU,NY,14036,0308,43.030551,-78.396724,B1,147,60
    775,181302040002,PEMBROKE JSHS,   0,RT 5 & 77,CORFU,NY,14036,0308,42.993805,-78.385346,14,147,60
    776,181302040003,PEMBROKE PRIMARY SCHOOL,   0,MAIN RD,EAST PEMBROKE,NY,14056,0190,42.995724,-78.309636,18,137,60
    777,190301040001,CAIRO ES,   1,MAIN ST,CAIRO,NY,12413,1090,42.338326,-74.044058,14,102,40
    778,190301040002,DURHAM ES,   1,RT 145,DURHAM,NY,12422,0053,42.403430,-74.197625,14,102,40
    779,190301040003,CAIRO-DURHAM HS,   0,RT 145,CAIRO,NY,12413,0598,42.338326,-74.044058,14,102,40
    780,190301040004,CAIRO-DURHAM MS,   0,RT 145,CAIRO,NY,12413,1139,42.338326,-74.044058,14,102,40
    781,190401060001,GRANDVIEW SCHOOL,   1,GRANDVIEW AVE,CATSKILL,NY,12414,2098,42.224099,-73.883803,15,97,40
    782,190401060002,IRVING SCHOOL,   0,ACADEMY ST,CATSKILL,NY,12414,1312,42.224099,-73.883803,15,97,40
    783,190401060003,CATSKILL SHS,   0,341 W MAIN ST,CATSKILL,NY,12414,1699,42.220076,-73.869182,B1,97,40
    784,190401060007,CATSKILL MS,   0,345 W MAIN ST,CATSKILL,NY,12414,1699,42.220187,-73.869237,B1,97,40
    785,190501040001,COXSACKIE-ATHENS HS,   0,24 SUNSET BLVD,COXSACKIE,NY,12051,1199,42.350994,-73.806304,B1,102,40
    786,190501040002,COXSACKIE ES,   1,24 SUNSET BLVD,COXSACKIE,NY,12051,1199,42.350994,-73.806304,B1,102,40
    787,190501040003,EDWARD J. ARTHUR ES,   1,51 THIRD ST,ATHENS,NY,12015,1012,42.260825,-73.812995,B1,102,40
    788,190501040004,COXSACKIE-ATHENS MS,   0,24 SUNSET BLVD,COXSACKIE,NY,12051,1199,42.350994,-73.806304,B1,102,40
    789,190701040004,GREENVILLE JSHS,   0,RT 81,GREENVILLE,NY,12083,0129,42.421411,-74.040552,14,102,40
    790,190701040005,SCOTT M. ELLIS ES,   1,RT 32,GREENVILLE,NY,12083,0129,42.421411,-74.040552,14,102,40
    791,190901040001,HUNTER-TANNERSVILLE JSHS,   0,MAIN ST,TANNERSVILLE,NY,12485,1018,42.205180,-74.085512,15,102,40
    792,190901040003,HUNTER ES,   1,MAIN ST,HUNTER,NY,12442,0317,42.227183,-74.229457,15,102,40
    793,191401040001,WINDHAM ASHLAND CENTRAL SCHOOL,   1,MAIN ST,WINDHAM,NY,12496,0429,42.302148,-74.322043,14,102,40
    794,200101080001,PISECO ES,   1,RT 8,PISECO,NY,12139,0007,43.594121,-74.577181,14,113,45
    795,200401040001,INDIAN LAKE CENTRAL SCHOOL,   1,28 W MAIN ST,INDIAN LAKE,NY,12842,9716,43.757933,-74.246250,14,113,45
    796,200501080001,INLET ES,   0,RT 28,INLET,NY,13360,0207,43.727745,-74.738089,14,113,45
    797,200601040001,LAKE PLEASANT SCHOOL,   1,ELM LAKE RD,SPECULATOR,NY,12164,0140,43.559401,-74.356557,15,113,45
    798,200701040001,LONG LAKE CENTRAL SCHOOL,   1,SCHOOL ST,LONG LAKE,NY,12847,0217,43.906488,-74.510224,15,113,45
    799,200702020001,RAQUETTE LAKE ES,   1,RT 28,RAQUETTE LAKE,NY,13436,0010,43.871009,-74.552694,14,113,45
    800,200901040001,WELLS SCHOOL,   1,RT 30,WELLS,NY,12190,0300,43.473722,-74.273333,14,113,45
    801,210302040003,WEST CANADA VALLEY JSHS,   0,5447 STATE RT. 28,NEWPORT,NY,13416,0360,43.157326,-74.984546,B1,113,47
    802,210302040005,WEST CANADA VALLEY ES,   1,5447 STATE RT. 28,NEWPORT,NY,13416,0360,43.157326,-74.984546,B1,113,47
    803,210402060001,FRANKFORT SCHUYLER CENTRAL HS,   0,PALMER ST,FRANKFORT,NY,13340,1310,43.038529,-75.069674,15,113,50
    804,210402060002,WEST FRANKFORT ES,   1,FERGUSON RD R R  2,FRANKFORT,NY,13340,1310,43.038529,-75.069674,14,113,50
    805,210402060003,REESE ROAD ES,   1,REESE RD,FRANKFORT,NY,13340,1310,43.038529,-75.069674,15,113,50
    806,210501060005,ILION JSHS,   0,WEBER AVE,ILION,NY,13357,0480,43.010326,-75.047011,15,113,50
    807,210501060006,BARRINGER ROAD ES,   1,BARRINGER RD,ILION,NY,13357,0480,43.010326,-75.047011,15,113,50
    808,210501060007,REMINGTON ES,   1,77 E NORTH ST,ILION,NY,13357,0480,43.016051,-75.031807,B1,113,50
    809,210502040001,MOHAWK HS,   0,28 GROVE ST,MOHAWK,NY,13407,1293,43.010119,-75.007367,B1,113,50
    810,210502040002,HARRY FISHER ES,   1,10 FISHER AVE,MOHAWK,NY,13407,1598,43.004144,-75.005609,B1,113,50
    811,210601060005,HERKIMER HS,   0,801 W GERMAN ST,HERKIMER,NY,13350,2199,43.024080,-75.000800,B1,113,50
    812,210601060006,HERKIMER ES,   1,255 GROS BLVD,HERKIMER,NY,13350,1494,43.035218,-74.956383,B1,113,50
    813,210800050001,BENTON HALL ACAD,   1,1 WARD SQ,LITTLE FALLS,NY,13365,1610,43.048935,-74.864679,15,113,50
    814,210800050005,LITTLE FALLS HS,   0,1 HIGH SCHOOL RD,LITTLE FALLS,NY,13365,9399,43.048935,-74.864679,14,113,50
    815,210800050006,LITTLE FALLS MS,   0,1 HIGH SCHOOL RD,LITTLE FALLS,NY,13365,9399,43.048935,-74.864679,14,113,50
